BASC	DC_C18	Mast_C17	Ciliated.cells-C7	Fibroblasts-C6	Prolifirating.Mac_C16	CD8_C15	Clara-C5	Endothelial.cells-C4	GaDelT_C14	B.cells_C13	Plasma.cells_C12	Clara-C3	AT2-C2	Mac.DC_C11	CD4_C10	Plasma.cells_C9	AT2-C1	AT2-C0	Mac_C8	CD4_C7	CD4_C6	Neutrophil_C5	NK.cells_C4	Mono_C3	B.cells_C2	CD8_C1	CD8_C0
PAH	0	0	0	0	0.0801528456979607	0	0	0	0	0	0	0.062796051718699	0	0.0894740108114431	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC068643.1	0	0.0372479608081268	0	0	0.033017409485337	0	0	0	0	0	0	0	0.0367669077147862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf42	0.0450866784339916	0	0	0	0	0	0	0	0	0	0.549265892755498	0.166159254530608	0	0.233623418151642	0	0	0	0	0	0	0	0	0	0	0	0.343770468300715	0	0
STAB2	0	0.0446493321949071	0	0	0	0	0	0	0	0	0	0.145163921970833	0	0.0514747654209668	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC025265.1	0.117853494943513	0	0	0.0610811937430442	0	0	0	0	0	0	0	0	0	0.0740506382245381	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NT5DC3	0.251587326839681	0.386245726240241	0	0.263170169537406	0	0.257338407923023	0	0.0653118965485529	0	0	0	0	0.196377741621646	0.505886790161207	0	0	0	0	0.336128996012544	0	0	0	0.0400106827431924	0	0	0	0	0
HSP90B1	0.183327063158447	0.0318669576653786	0	0.0465058761152193	0.0386106857871852	0.88968272404487	0	0.225881132724776	0	0	0	0	0.0515183242835968	0.916567107991473	0	0	0.988523014056495	0.0449139663534859	0.255902438829766	0.478702012594854	0	0	0	0	0.297161844329746	0	0	0
C12orf73	0.167281600549738	0	0	0	0	0.0313335456446736	0	0.103993524764813	0	0	0	0	0	0.489153210896197	0	0	0.0676676308927763	0	0.132593674089041	0	0	0	0	0	0	0	0	0
TDG	0.118126112234719	0.207668976723547	0	0	0	0.275720343754798	0	0.0603861455960233	0	0.111309507058433	0	0	0	0.326824622365999	0	0	0	0	0.167244087912883	0.0793054436603128	0	0	0	0	0.125821044537689	0	0	0
GLT8D2	0	0	0	0	0.366305715471574	0	0	0	0	0	0	0.0512623048998338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCFC2	0	0	0	0	0	0.316131338053637	0	0	0	0	0	0	0	0	0	0	0.0962249050937122	0	0.0561828482990788	0.143090007338016	0	0	0	0	0.0488344305691908	0	0	0
NFYB	0	0	0	0	0.205547329902825	0.259175898239696	0	0.0356185854918683	0	0.0324264285147957	0	0	0.0404736450253843	0.16209967740412	0	0	0	0	0.0563772121095589	0	0	0	0	0	0	0	0	0
TXNRD1	0	0.320961827036856	0	0.338389265421109	0	0.647900810132994	0	0.31342761984315	0	0.177755285552472	0	0	0.0647927697118515	0.39815672061123	0	0	0	0	0.321883107857276	0.374009657886749	0	0	0.0757824683435978	0	0.394399169790369	0	0	0
AC089983.1	0.0554452008109968	0	0	0	0	0	0	0.0473246059850291	0	0	0	0.0835127996013682	0	0.0730894704498186	0	0	0	0	0.0931977164747189	0	0	0	0	0	0	0	0	0
EID3	0	0	0	0	0	0.149885215641162	0	0.0551365906490917	0	0	0	0	0	0.0805533096962062	0	0	0	0	0.0622129013731178	0	0	0	0	0	0.0389238886970227	0	0	0
CHST11	0	0.0875032365820698	0.287766724978757	0	0	1	0.0453389386981046	0	0	0.415574802511423	0.248534417080629	0	0	0	0	0.187323363094339	0.706107493897168	0	0	0.571084595831193	0.607223989676094	0.105331155127149	1	0.436798974250734	1	0.217102620488576	0.774184341793666	0.310025173421786
SLC41A2	0	1	0	0	0	0.462195448845846	0	0.76545792040065	0	0	0	0	0.744391347287908	0.388833264955227	0	0	0	0	0.694771888885933	0.145239444011971	0	0	0.129218330655173	0	0.211671783927482	0	0	0
AC089985.1	0	0.0937116388734854	0	0	0	0	0	0	0	0	0	0	0.0470203703015593	0	0	0	0	0	0.0608554784247133	0	0	0	0	0	0	0	0	0
C12orf45	0	0.377368218038302	0	0	0	0.266229197984127	0	0	0	0	0	0	0.107817510790645	0.128594568065386	0	0	0.105699333970611	0	0.119845279470853	0.144816423276469	0	0	0.064286106504497	0	0.0437712832811192	0	0	0
ALDH1L2	0	0	0	0	0.208363480105143	0	0	0	0	0	0	0	0	0	0	0	0.437689348782993	0	0	0	0	0	0	0	0	0	0	0
WASHC4	0	0.169565032629631	0	0	0.0990424070561437	1	0	0	0	0.132152829425905	0.368904026545655	0	0	0.0353848009567157	0	0	0	0	0.0800824296226338	0.723456465299691	0	0	0.266645681116049	0	0.58616884062802	0.117305182255006	0	0
APPL2	0	0	0	0.635307459315799	0.0941221675746161	0.512956264500031	0	0	0	0	0	0	0	0.58665591237185	0	0	0	0	0.259499647797202	0.397543595638703	0	0	0	0	0.373120426182331	0	0	0
C12orf75	0	0	0	0.476501311200832	0	0	0	0	0	0.300772545407895	0	0.0342534354024123	0	0.104980044029003	0	0	0	0	0.19312685674421	0	0	0	0	0.102932845822631	0	0	0.0326832484500455	0
AC011313.1	0	0	0	0	0	0	0	0	0	0.0427340576815333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0456324861760319	0	0	0	0
NUAK1	0	0	0	0	0.47824681940349	0	0	0	0.531596211256499	0	0	0	0	0.207977115084008	0	0	0	0	0.116769671044651	0	0	0	0	0	0	0	0	0
CKAP4	0.0596582298702737	0	0	0	0.148908601185881	0.222596085989985	0	0.306594835244065	0	0	0	0	0.0978194046434971	0.502583894013	0	0	0.175526011001664	0	0.283977457213015	0	0	0	0	0	0	0	0	0
TCP11L2	0	0	0	0.197204374633554	0	0	0	0.372623479162762	0	0	0.238742104068133	0	0.0345297090579462	0	0	0	0.0317703189110193	0	0.0987936356404094	0	0.12983379993999	0.0804978723432406	0	0	0	0.159764980794119	0	0
POLR3B	0	0	0.0357436152313398	0	0	0.212939825298878	0	0.284144361619237	0	0	0	0	0.218825096313695	0.259308662455162	0	0	0	0	0.238823534914266	0.205331716209027	0	0	0	0	0	0	0	0
AC079385.1	0	0	0	0	0.103365792126876	0	0	0	0.049911167557857	0.0300801408260172	0	0.229755126707576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFX4	0	0	0	0	0	0	0	0.0345529021968598	0	0	0	0.160389280097184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIC8B	0.209392413674771	0	0	0.213377445232144	0	0.35160608623813	0	0.298488862700746	0	0.108743859967217	0	0	0.0834216109725921	0.5226108320185	0	0	0	0	0.309782814689927	0.17987485145188	0	0	0	0	0	0	0	0
AC007541.1	0	0	0	0	0	0	0	0	0.0495919199542352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM263	0.051718029752289	0	0	0.0507358957662905	0.0877043196261595	0	0	0.538434320479982	0	0.0475299212826994	0	0	0.137669752090944	0.788036798206364	0	0	0.246249403147331	0.0803776568241184	0.408768750434532	0	0	0	0	0	0	0	0	0
MTERF2	0	0.060799483930381	0	0	0.0598458001258224	0.0636738598500658	0	0.139277356257685	0	0	0	0	0.0523592314550299	0.320190779619523	0	0	0	0	0.0979922782164683	0	0	0	0	0	0	0	0	0
CRY1	0.0927253246382028	0	0	0.156501175605785	0	0	0.15909225807272	0.708587218134357	0.0950470711749969	0.0464741900582033	0	0	0	1	0	0.0305300483056096	0	0	0.322045320763609	0	0.174666559604765	0.0619045120533353	0	0.0596141186826065	0	0	0.150894186081229	0.0591048542164826
AC078929.1	0	0	0	0	0	0	0	0.0716712659060251	0.0902597013105969	0	0	0.0366142193163383	0	0.121383765625467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTBD11	0	0	0.308242623586807	0	0	0	0.33074309018019	0	0	0	0	0.33729159651807	0	0	0	0.555377291572239	0	0	0	0	0.282262977943308	0.568260059049695	0	0	0	0	0	0.133107211075917
PWP1	0	0	0	0.0758155141582025	0	0.352393165410027	0	0	0	0	0	0	0	0.230899700968467	0	0	0	0	0.159236295737462	0.121894674044045	0	0	0	0	0	0	0	0
PRDM4	0	0	0	0	0	0.205486008733575	0	0	0	0.0423782784145943	0.140722911920075	0	0	0.342194785680863	0	0	0	0	0.0636894777731256	0.0471673492087694	0	0	0	0	0.0531770134607389	0.348579874898651	0	0
AC007622.2	0	0	0	0	0	0	0	0	0	0	0	0.042152412502009	0	0.0960418985493324	0	0	0	0	0	0	0	0	0	0	0	0.0410045889034604	0	0
WSCD2	0	0	0.0432275820788268	0	0.060645917482044	0	0	0	0	0	0	0.0962356071168272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMKLR1	0	0	0	0	0	0.317262334092761	0	0	0.0677578367872029	0	0	0	0	0	0	0	0	0	0	0.225080955344979	0	0	0.0644537921969415	0	0.501037801768045	0	0	0
LINC01498	0.0721670587509265	0.0303974712020734	0	0	0	0	0	0.0425174057143564	0	0	0	0.046016684919093	0	0.121210190243729	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FICD	0	0	0	0.0322592858766184	0	0.188105519578518	0	0	0	0	0	0	0	0.128279028255416	0	0	0.194026454284192	0	0	0.0379328493676953	0	0	0	0	0.0394534344343401	0	0	0
SART3	0.0495246874376936	0.222640092310676	0	0	0	0.301653861621486	0	0	0	0.157323865845144	0	0	0	0.290172148359642	0	0	0	0	0.153913129623187	0	0	0	0	0	0.0746048232176403	0	0	0
AC008119.1	0	0	0	0.0510646632839721	0	0.0556123746380407	0	0	0	0	0	0	0	0.0427375480606765	0	0	0	0	0.0336534467957193	0	0	0	0	0	0	0	0	0
ISCU	0	0.0911147701995268	0	0	0	0.105268696158672	0	0.0926419960947305	0	0	0	0	0	0.044663331067476	0	0	0.165605414143421	0	0	0.170734784294918	0	0	0	0	0.0399170404635006	0	0	0
SELPLG	0	0.560502326378647	0	0	0	0.409885657136894	0	0	0	0	0	0	0	0	0	0	0.0386076404956991	0	0	0.370333944989871	0.0650525439531703	0	0.0997717799037856	0.067373427130758	0.159142583424794	0	0	0
AC007569.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.469097271183571	0	0	0	0	0	0	0	0	0	0	0
CORO1C	0	0.303289188438129	0	0	0.151349403864072	1	0	0.226393739340373	0.136409700615336	0	0	0	0	0	0	0	0	0	0.0316165935446738	1	0	0	0.515336523003515	0	0.794798793983763	0	0	0
SSH1	0	0	0.0672532183735028	0	0.648879118325223	0.352574232352726	0	0.210952906299466	0.700220296510883	0	0	0	0	0	0	0	0	0	0.0376601508070944	0.1797688520409	0	0	0.182284681052365	0	0.262493293116038	0	0	0
DAO	0	0	0	0	0.0371651760573013	0.0627185486408887	0	0	0	0	0	0.0786434453903063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SVOP	0	0	0	0	0.0741431934639435	0	0	0	0	0	0	0.178007128987173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP30	0	0	0	0.0368618545162086	0	0.300591773151531	0	0	0	0	0	0	0.0457439010226817	0.192119747134026	0	0	0	0	0	0.273863147555045	0	0	0	0	0.1061918830719	0	0	0
USP30-AS1	0	0	0	0	0	0.138965655874055	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142486430404411	0	0	0	0	0	0	0	0
ALKBH2	0	0	0	0	0.0390778355130457	0	0	0.0494915228602498	0	0	0	0	0	0	0	0	0	0	0.0466752685707498	0	0	0	0	0	0	0	0	0
UNG	0.113183036567442	0	0	0	0	0.236470635713386	0	0	0	0	0	0	0	0.0524576344970936	0	0	0	0	0	0.092062996444478	0	0	0	0	0	0	0	0
AC007637.1	0	0	0	0	0	0.173916319391422	0	0	0	0	0	0	0	0.101042748171943	0	0	0.0319477823160058	0	0	0.186383854557128	0	0	0	0	0.0483174110964366	0	0	0
ACACB	0	0	0	0	0.104540601686943	0.64821941176839	0	0	0.305278415269254	0	0	0	0	0.406362287322561	0	0	0.0305295376348569	0	0	0.788027915601382	0	0	0	0	0.217651171627153	0	0	0
MYO1H	0.105761989714887	0	0	0	0.0802265710819063	0	0	0	0	0	0	0.111226930230293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCTD10	0	0	0	0	0.0981194193517365	0.150469890109704	0	0.0603475942851239	0.0374869244680199	0	0	0	0.0328300608083624	0.129345664337202	0	0	0	0	0.0911105839573645	0.180423110053997	0	0	0	0	0.0626101704737382	0	0	0
UBE3B	0	0	0	0	0	0.149966653452737	0	0.134845451219241	0	0	0	0	0.0367027027913035	0.253799425501428	0	0	0	0	0.186135458912994	0.133827901591832	0	0	0	0	0	0	0	0
MMAB	0.118554601139807	0	0	0.229964745305165	0	0.0363204265273362	0	0.323682594521862	0	0	0	0	0.0958317545065577	0.187579001088973	0	0	0	0	0.11920092949644	0	0	0	0	0	0	0	0	0
MVK	0	0	0	0.032522760306588	0	0.0467017982070701	0	0.0465528028326105	0	0	0	0	0.10505218473622	0.13028762523358	0	0	0	0	0.136376382279535	0	0	0	0	0	0	0	0	0
FAM222A	0.290974692864673	0	0.0419262990296427	0	0	0	0	0.0926612149972137	0.0488369690942556	0.128697330629548	0	0	0	0.47538048116798	0	0	0	0	0.0860253024528977	0	0	0	0	0	0	0	0	0
FAM222A-AS1	0.208375744780337	0	0	0.0488183208517769	0	0	0	0	0	0	0	0	0	0.251189351141087	0	0	0	0	0.068354990520829	0	0	0	0	0	0	0	0	0
TRPV4	0	0	0	0.565262566083561	0	0.164268095274567	0	0	0	0	0	0	0.0313077256577884	0.122643798297405	0	0	0	0	0.137919940353276	0.0725508931973912	0	0	0	0	0.0893557816820271	0	0	0
GLTP	0	0.225698696853269	0	0	0	0.100921664738303	0	0.313179785056656	0.0421377713883563	0	0	0	0.0454737696643481	0.32950600692527	0	0	0	0	0.127876208037397	0.131246004087479	0	0	0	0	0	0	0	0
TCHP	0	0	0	0.320246111405278	0	0.447940943802011	0	0	0	0.173808554722316	0	0	0	0.137215581278925	0	0	0	0	0.0417761795946563	0.229046974724232	0	0	0	0	0.0428996529661644	0	0	0
GIT2	0	0.070171369838409	0	0	0.0303996805866856	0.684787475215715	0	0	0	0.107555677260588	0.0961776025483385	0	0	0	0	0	0	0	0	0.560434520898909	0	0	0.107863905209346	0	0.283534082236334	0	0	0
ANKRD13A	0	0	0	0.113195265682323	0	0.452852609875489	0	0.186452326534721	0	0.221861778312928	0.268388844805179	0	0.132121661317959	0.126924312929238	0	0	0.194345512935407	0	0.254194346204815	0.0649046322856384	0	0	0	0	0	0.346056538478061	0	0
C12orf76	0.0490772510216161	0	0	0.112875315516721	0	0.107064136033475	0	0.121241496212163	0	0	0	0	0.244929984375727	0.0798949107853071	0	0	0	0	0.132943202442844	0	0	0	0	0	0	0	0	0
IFT81	0.373801414418029	0	0	0.795309886197928	0	0	0	0.433723331202121	0	0	0	0	0.316878340277098	0.704713620270174	0	0	0	0	0.383911786141001	0	0	0	0	0	0	0	0	0
ATP2A2	0.649687535991508	0	0	0.73716254366651	0	0.597356797357497	0	0.863337304887562	0	0.0415337953113462	0	0	0.5132331321302	1	0	0	0	0.123901339834345	0.525935516301381	0.256683964375745	0	0	0	0	0.327084714484523	0	0	0
ANAPC7	0.0853277119643631	0	0	0.0923574353250478	0	0.476496857203291	0	0	0	0	0	0	0.116016022167434	0.278927828460489	0	0	0	0	0.237937443863913	0.200338492201189	0	0	0	0	0.139596700697196	0	0	0
ARPC3	0	0.0824048324150548	0	0	0	0.75494139902943	0	0	0	0.0348605806515173	0	0	0	0.165170267872726	0	0	0	0	0.118898273624272	0.509191630474669	0	0	0.213192484306865	0	0.292437823279622	0	0	0
GPN3	0.172490318547344	0	0	0	0	0.231863427689703	0	0.114723103321215	0	0	0	0	0	0.163049565676259	0	0	0	0	0	0.0518812740474905	0	0	0	0	0.0417202799575526	0	0	0
FAM216A	0	0	0	0.0308829986214514	0	0.156522259883013	0	0	0	0	0	0.0394138632673365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS29	0	0.294292729080902	0	0	0	0.751817341546761	0	0	0	0	0	0	0	0.0360366370739137	0	0	0	0	0.160854749788456	0.466786286320908	0	0	0.129154443683264	0	0.201539946112044	0	0	0
RAD9B	0	0.0440389518796986	0	0	0	0.283767204978946	0	0	0	0.031926738708847	0	0.0530231811784511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPTC7	0	0.409888641570655	0	0	0	0.325156208150371	0	0.0431820352451611	0	0.111703089485415	0	0	0.0648983679822751	0.146572278508091	0	0	0	0	0.308274987349295	0.120454568733535	0	0	0.132328499156758	0	0.133993706512917	0	0	0
TCTN1	0	0	0	0.665343336749295	0	0	0	0.137216566439234	0	0	0	0	0	0.179712988538752	0	0	0	0	0.0435317235352234	0	0	0	0	0	0	0	0	0
HVCN1	0	0	0	0	0	0.465664481179337	0	0	0	0.161153937806425	0.324260679789813	0	0	0	0	0	0	0	0	0.37445798307308	0	0	0.0397875904875498	0	0.272809863289126	0.0900796551828277	0	0
PPP1CC	0	0	0	0	0.0666720554972511	0.480671036785249	0	0	0	0.329123604856676	0	0	0	0.324588736491198	0	0.0354044019487473	0.174018943588594	0	0.126681814009867	0.211381579491222	0	0	0	0	0	0	0	0
CCDC63	0	0	0	0	0	0	0	0	0	0	0	0.100666004790313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUX2	0	0	0	0	0.0368710563184093	0	0	0	0	0	0	0.25771945048408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHETA1	0	0.0635341846064851	0	0	0	0.0878046406702371	0	0.054902849873847	0	0	0	0	0	0	0	0	0	0	0.0918075535312016	0.071341726569765	0	0	0.06361193318444	0	0.0390017550434461	0	0	0
LINC02356	0	0	0	0	0	0.0870714305753024	0	0	0	0	0	0.0351916893448858	0.0675671502170176	0	0	0	0	0	0.0507964170586383	0.0968757029999418	0	0	0	0	0.116749331995484	0	0	0
SH2B3	0	0.848042280337806	0.131177475985319	0	0	0.759304141786319	0	0	0.041621331868023	0	0.198445879065971	0	0	0	0	0	0	0	0	0.420212765152926	0	0	0.506027819032819	0	0.558471894442448	0.294738457119812	0	0
ATXN2	0.314995240496994	0.135208409760507	0	0.762204013259559	0.187724029419274	0.488506181411526	0	0.554050564762686	0	0	0	0	0.596356056431413	0.883735773229569	0	0	0	0	0.695452947880917	0.220497953114059	0	0	0	0	0.0652708145643425	0	0	0
BRAP	0	0	0	0	0	0.341866783006295	0	0	0	0.123512717123057	0	0	0	0.293349649060437	0	0	0	0	0.175678016481507	0	0	0	0	0	0	0	0	0
ACAD10	0	0	0	0.16406596201528	0.0593714969407962	0.351152135124533	0	0	0	0	0	0	0.0998752457020964	0.114438506453085	0	0	0	0	0.153194593530097	0.171088476554868	0	0	0	0	0	0	0	0
ALDH2	0	0.658090954934428	0	0	0	0.912943761851731	0	0.492717125436367	0	0	0	0	0.1646434411518	0.0484615359079862	0	0	0	0	0.297026766525059	1	0	0	0.165202327066782	0	0.381267988284413	0	0	0
MAPKAPK5-AS1	0	0	0	0	0	0.212264227554993	0	0	0	0	0	0	0	0.0568429925264627	0	0	0	0	0	0.104001823986343	0	0	0	0	0.0344125667356658	0	0	0
MAPKAPK5	0.301568026873155	0	0	0	0	0.18778723842794	0	0.157034093262051	0	0.085264940277455	0	0	0	0.274209497682141	0	0	0	0	0.184913579747902	0.243292765454694	0	0	0	0	0.121764350167083	0	0	0
TMEM116	0.0578212252205872	0	0	0.258614657753731	0	0.150734536781825	0	0.568224206524687	0	0.0547350938487206	0	0	0.034342147324352	0.153494103231781	0	0	0	0	0.15735566735246	0	0	0	0	0	0	0	0	0
ERP29	0	0.0350166398346595	0	0	0	0.563363734897237	0	0.339271095537547	0	0.0723660204190554	0	0	0	0.103405385973174	0	0	0.116174591403271	0	0.0843081668775728	0.310148087796326	0	0	0	0	0.145469362881299	0	0	0
NAA25	0	0.224704307658875	0	0.0870620081658541	0	0.357392239990424	0	0.184155518396106	0	0	0	0	0.206674559524464	0.388788962225918	0	0	0	0	0.371980357472942	0.206122356141852	0	0	0	0	0.0766073357972072	0	0	0
TRAFD1	0	0.151879222867069	0	0.117257974614373	0	0.308931278511344	0	0.0990829980127027	0	0	0	0	0.132159153761786	0.106959180903306	0	0	0	0	0.116106768035754	0.169673650916646	0	0	0	0	0	0	0	0
HECTD4	0.0688745154326362	0.0733315375477842	0	0.349556989535386	0.105245502650216	0.5917720919956	0	0.339680719242607	0	0.298108043084684	0	0	0.362978653358974	0.478362928961584	0	0	0	0	0.592317604804528	0.0936860178796719	0	0	0	0	0.0359328451222493	0	0	0
RPL6	0	0.463222666626763	0	0	0	0.664104384931266	0	0.448661621727741	0	0.146446679661954	0	0	0	0.0926903824073988	0.110897504792011	0	0.204941723986324	0	0	0.291377563656978	0	0	0	0	0	0	0	0
PTPN11	0.0964076383545076	0.0545443340733505	0	0	0	0.481081031346749	0	0.321396102594431	0	0.243657831602052	0	0	0.0868973844011958	0.469652196826501	0	0	0	0	0.277256806578628	0.200822129697729	0	0	0	0	0.104774855494527	0	0	0
RPH3A	0	0	0	0	0.0581211363022776	0	0	0	0	0	0	0.275598406412955	0.0340110968103862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAS1	0.0513087436885645	0	0	0	0	0.213973275381777	0	0	0	0	0	0	0	0.130885302768775	0	0	0	0	0.127851922959391	0.23994936301659	0	0	0	0	0.163058729661396	0	0	0
AC004551.1	0.21403656593283	0	0	0	0	0	0	0	0	0.0390097775337242	0	0	0	0.0957257504018073	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAS3	0.124383103531793	0	0	0	0	0.354161571502936	0	0	0.0685708885524311	0	0	0	0	0.176187086182481	0	0	0	0	0.104588368937679	0.207322044651474	0	0	0	0	0.0905558120383773	0	0	0
OAS2	0	0	0	0	0	0.243915086639289	0	0	0	0	0	0	0	0.126529533364686	0	0	0	0	0	0.294527389592029	0	0	0	0	0.118867406363307	0	0	0
DTX1	0	0	0	0	0.0413254128798219	0	0	0	0	0.312254054338729	0.112206631314185	0.0357168474286298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASAL1	0	0.238040668771988	0.097171763086838	0	0	0.0639957484957347	0	0	0	0	0	0	0	0.115434227181508	0	0	0	0	0.128286943745881	0	0	0	0.0677192429867596	0	0	0	0	0
CFAP73	0	0	0	0.704190034055878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX54	0	0	0	0	0.0327574126557377	0.336013918720792	0	0.0928715272292174	0	0.0828646077899861	0	0	0	0.186333781561601	0	0	0	0	0.0695208708128109	0	0	0	0	0	0	0	0	0
RITA1	0	0	0	0	0	0.146333560175863	0	0.0354270073580031	0	0	0	0	0	0.122328547526635	0	0	0	0	0.0935403255312868	0	0	0	0	0	0	0	0	0
IQCD	0.445010608140021	0	0	0.455839367048543	0	0	0	0	0	0	0	0	0.141322447120548	0.410578738934775	0	0	0	0	0.121806583066802	0	0	0	0	0	0	0	0	0
TPCN1	0.303589823217858	0	0	0.375899167246595	0.0468999315346658	0	0	0.259121027449954	0	0	0	0	0.305113700889395	0.441339050933372	0	0	0	0	0.496650844550082	0	0	0	0	0	0.255364669418218	0	0	0
SLC8B1	0.0626398317081726	0.244288993387234	0	0	0.0784679438167997	0.536968991533441	0	0	0	0	0	0	0	0.311527464409428	0	0	0	0	0.150070676262504	0.321051824400325	0	0	0.303275440551614	0	0.533118075570279	0	0	0
PLBD2	0.104048239858397	0.343269986287273	0	0	0	0.370441541779376	0	0	0	0	0	0	0	0.105810204411037	0	0	0	0	0.0711842974395204	0.1294179761735	0	0	0.230786851880813	0	0.383837015680512	0	0	0
SDS	0	0	0	0	0	0.226957925510778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.358194944559248	0	0.41282974016873	0	0	0
SDSL	0	0	0	0	0	0.157632475484667	0	0	0	0	0	0	0	0.0412403013707491	0	0	0	0	0	0.156141042913165	0	0	0.13460955331718	0	0.246779122559885	0	0	0
LINC01234	0	0	0	0	0	0	0	0	0	0	0	0.205651515388478	0	0.0421076414973474	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM19	0	0	0	0	0	0.374400572942926	0	0	0	0.12008031708961	0	0	0	0.492553695112487	0	0	0	0	0.131114300609015	0.129187956791682	0	0	0	0	0.27932933529841	0	0	0
AC073863.1	0	0	0	0	0	0	0	0	0	0	0	0.0410098836691533	0	0.0556435864405442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX5	0	0	0	0	0.494042418429107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX3	0	0	0	0.0308729990360361	0.237687880327342	0	0	0	0.233973726503864	0	0	0	0	0.129586923231474	0	0	0	0	0.0876469329309379	0	0	0	0	0	0	0	0	0
AC026765.3	0	0	0	0	0.150004279469076	0	0	0	0.0319396924013193	0	0	0.107714741064999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED13L	0	1	0	0.0316735775869503	0	1	0	0.879083441111258	0.219029140886132	0	0.0547454413675792	0	0.601193478266667	0.69312215284636	0	0	0.404901389533582	0	0.769078894286889	0.513926998756283	0	0	0.625054818490997	0	0.697132413902119	0	0	0
AC130895.1	0	0.0923794739082034	0	0	0	0.0351162305862871	0	0.145339545119984	0	0	0	0	0.133842833997558	0.0929473208231841	0	0	0	0	0.0690052528024827	0	0	0	0.0401120259382911	0	0	0	0	0
AC079384.1	0.0553952704907799	0	0	0	0	0	0	0.100201832177925	0	0	0	0	0.115722505554468	0.33551681742633	0	0	0	0	0.106207387604644	0	0	0	0	0	0	0	0	0
LINC02457	0	0	0	0	0	0	0	0.125620747983589	0	0	0	0.0758720556208421	0.0386589082727843	0.111029050327536	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00173	0	0.126852900108431	0	0	0	0	0	0	0	0	0	0	0	0.0532694696101117	0	0	0.0580822663780783	0	0	0	0	0	0	0	0	0.0621629317389889	0	0
MAP1LC3B2	0	0	0	0	0	0	0	0	0	0	0	0.0733491635012832	0	0.0437944631680047	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC125603.2	0	0	0	0.0986480919108891	0.0301227124395635	0	0	0	0	0	0	0.0495425951254614	0.0575306507529595	0	0	0	0	0	0.0476720974326298	0	0	0	0	0	0	0	0	0
C12orf49	0	0	0	0.0874439053848161	0	0.0590492580141772	0	0.507015951937986	0	0.0331919012624517	0	0	0.271288425230891	0.158497628754831	0	0	0	0	0.234417539776462	0.0673268235219579	0	0	0	0	0.131585072500203	0	0	0
RNFT2	0.285851189957338	0	0	0.0497869801211969	0	0.285843128614606	0	0.0306127372775178	0	0.139184313345961	0	0.0931845299190931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HRK	0	0	0	0.22318623982698	0	0	0	0	0	0.138467355378987	0.0409684545702179	0.043832779022198	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0677668368379477	0	0
FBXW8	0	0	0	0.167813972891615	0.108613919947652	0.0372999434726446	0	0.332226323285152	0	0	0	0	0.300652570644019	0.511617218434873	0	0	0.0639458580727277	0	0.479324149440563	0.0988528641369251	0	0	0	0	0	0	0	0
AC127164.1	0.0536627144177845	0	0	0	0	0	0	0.13381990277994	0	0	0	0	0.0323090930293424	0.150173096285375	0	0	0	0	0.0411066946477675	0	0	0	0	0	0	0	0	0
TESC	0	0	0	0	0	0	0	0	0	0.0994475231318445	0	0	0.154892708345756	0.584792341388999	0	0	0	0	0.331320206045452	0	0	0	0	0	0	0	0	0
